ITEM_TYPE,ITEMS,Brand Name,Dealer Name,Sales Units,Net Sales $,Net Cost $,SOP $,SOP Units,Net Receipt $,Net Receipt Units,RC $,RC Units,Average Inventory value,Average Inventory Units,Tax Percent %,Gross Receipt $,Gross Receipt Units,Avg item price,Fashion-Style Number,Inventory Weeks,Fashion-Style Count 
202G,GIFTS,STRAUT LITTLE,Value Store,"1,091","$36,609 ","$23,815 ","$79,421 ","3,338","$5,950 ",129,$214 ,12,"$29,903 ","1,259",28.10%,"$13,235 ",548,$21.80 ,423,30,573
202G,GIFTS,STRAUT LITTLE,Value Store,387,"$83,333 ","$55,365 ","$38,943 ",252,"$61,745 ",461,$0 ,0,"$22,586 ",151,54.20%,"$61,407 ",462,$143.10 ,24,30,260
202G,GIFTS,STRAUT LITTLE,Value Store,277,"$36,757 ","$9,346 ","$47,867 ","1,984","$6,494 ",179,$0 ,0,"$20,849 ",964,12.30%,"$9,269 ",263,$33.70 ,234,30,419
202G,GIFTS,STRAUT LITTLE,Value Store,"9,954","$3,385,863 ","$677,953 ","$661,654 ","9,894","$452,545 ","6,854",$0 ,0,"$377,847 ","5,569",60.70%,"$427,405 ","6,507",$68.10 ,989,30,"1,031"
202G,GIFTS,STRAUT LITTLE,Value Store,596,"$57,744 ","$28,947 ","$10,450 ",260,"$32,352 ",585,$0 ,0,"$10,932 ",225,71.50%,"$31,725 ",573,$48.60 ,102,30,211
202G,GIFTS,STRAUT LITTLE,Value Store,"2,120","$3,377,773 ","$729,937 ","$81,438 ",188,"$1,063,671 ","3,115",$0 ,0,"$286,449 ",824,67.30%,"$1,016,554 ","2,960",$344.30 ,130,30,470
202G,GIFTS,STRAUT LITTLE,Value Store,2,$27 ,$25 ,$256 ,21,$448 ,36,$0 ,0,$105 ,9,3.50%,$448 ,36,$12.30 ,4,26,487
202G,GIFTS,STRAUT LITTLE,Value Store,714,"$9,043 ","$5,304 ","$6,620 ","1,217","$8,238 ","1,218",$0 ,0,"$2,894 ",528,29.30%,"$7,894 ","1,221",$7.40 ,19,30,691
202G,GIFTS,STRAUT LITTLE,Value Store,"7,872","$3,338,383 ","$730,751 ","$1,081,330 ","10,724","$712,416 ","7,732",$85 ,1,"$550,031 ","5,363",42.70%,"$708,462 ","7,706",$92.80 ,485,30,193
202G,GIFTS,STRAUT LITTLE,Value Store,414,"$4,705 ","$2,202 ","$4,995 ","1,004","$6,849 ","1,212",$0 ,0,"$3,178 ",617,18.70%,"$6,769 ","1,213",$5.30 ,47,30,715
202G,GIFTS,STRAUT LITTLE,Value Store,767,"$755,039 ","$555,084 ","$884,103 ","1,172","$540,615 ",764,"$29,749 ",28,"$559,705 ",670,32.70%,"$916,471 ","1,176",$723.70 ,285,30,250
202G,GIFTS,STRAUT LITTLE,Value Store,"4,859","$689,892 ","$409,059 ","$200,619 ","2,236","$765,590 ","9,215",$0 ,0,"$260,208 ","3,069",41.80%,"$783,962 ","9,391",$84.20 ,96,30,804
202G,GIFTS,STRAUT LITTLE,Value Store,"4,158","$678,703 ","$431,253 ","$344,611 ","1,861","$484,425 ","4,923",$0 ,0,"$215,693 ","1,664",61.80%,"$476,938 ","4,870",$103.70 ,274,30,293
202G,GIFTS,STRAUT LITTLE,Value Store,"5,639","$3,056,628 ","$720,690 ","$670,602 ","4,426","$1,018,610 ","8,325",$0 ,0,"$448,260 ","3,685",44.90%,"$991,574 ","8,123",$127.80 ,578,30,469
202G,GIFTS,STRAUT LITTLE,Value Store,"3,238","$702,525 ","$416,025 ","$469,561 ","4,076","$563,181 ","4,038",$0 ,0,"$361,626 ","2,943",41.80%,"$521,829 ","3,668",$128.50 ,327,30,345
202G,GIFTS,STRAUT LITTLE,Value Store,230,"$8,372 ","$4,460 ","$7,715 ",406,"$2,073 ",138,$0 ,0,"$4,948 ",272,42.30%,"$2,069 ",138,$19.40 ,7,30,560
202G,GIFTS,STRAUT LITTLE,Value Store,"11,500","$930,457 ","$582,252 ","$272,511 ","5,375","$773,752 ","16,154",$0 ,0,"$275,474 ","5,846",57.90%,"$711,833 ","14,495",$50.60 ,195,30,511
202G,GIFTS,STRAUT LITTLE,Value Store,"9,056","$3,090,952 ","$772,361 ","$325,812 ","3,662","$1,082,739 ","12,418","$13,962 ",177,"$374,164 ","4,195",58.00%,"$1,042,177 ","11,942",$85.30 ,349,30,482
202G,GIFTS,STRAUT LITTLE,Value Store,"3,225","$770,337 ","$408,811 ","$547,891 ","5,116","$570,599 ","4,355",$0 ,0,"$378,391 ","3,284",34.00%,"$558,968 ","4,366",$126.80 ,"1,143",30,526
202G,GIFTS,STRAUT LITTLE,Value Store,111,"$3,634 ",$833 ,"$1,726 ",142495,"$1,013 ",135,$0 ,0,$402 ,54,82.20%,"$1,013 ",135,$7.50 ,1,17,9
202G,GIFTS,STRAUT LITTLE,Value Store,"15,221","$3,030,585 ","$506,314 ","$101,307 ","1,496","$1,035,048 ","30,251","$11,444 ",234,"$421,173 ","9,820",47.70%,"$1,037,402 ","30,444",$33.30 ,175,30,115
202G,GIFTS,STRAUT LITTLE,Value Store,"3,671","$783,595 ","$488,644 ","$218,829 ","1,595","$517,887 ","3,895",$0 ,0,"$266,848 ","2,004",69.50%,"$487,346 ","3,686",$133.10 ,829,30,883
202G,GIFTS,STRAUT LITTLE,Value Store,"14,031","$3,296,486 ","$802,329 ","$1,922,498 ","37,215","$899,796 ","16,145",$0 ,0,"$912,728 ","17,096",25.40%,"$1,010,553 ","18,041",$57.20 ,"2,341",30,149
202G,GIFTS,STRAUT LITTLE,Value Store,"8,696","$3,307,680 ","$689,412 ","$1,110,535 ","14,088","$605,260 ","7,845","$218,530 ","2,107","$625,902 ","8,038",37.30%,"$762,355 ","9,247",$79.30 ,586,30,33
202G,GIFTS,STRAUT LITTLE,Value Store,"1,296","$29,026 ","$16,830 ","$16,387 ","2,100","$28,872 ","1,495",$0 ,0,"$11,414 ","1,125",36.00%,"$28,853 ","1,500",$13.00 ,69,30,1
202G,GIFTS,STRAUT LITTLE,Value Store,"2,176","$29,064 ","$8,770 ","$59,203 ","6,983","$48,253 ","11,428",$0 ,0,"$38,179 ","6,276",11.80%,"$48,827 ","11,518",$4.00 ,46,25,39
202G,GIFTS,STRAUT LITTLE,Value Store,92,"$3,069 ","$1,954 ","$6,596 ",388,$87 ,-9,$0 ,0,"$2,606 ",149,23.10%,$279 ,10,$21.20 ,82,30,726
202G,GIFTS,STRAUT LITTLE,Value Store,"20,186","$863,650 ","$346,998 ","$624,003 ","35,993","$219,166 ","11,732",$0 ,0,"$238,714 ","13,528",42.10%,"$223,181 ","11,969",$17.20 ,187,20,182
202G,GIFTS,STRAUT LITTLE,Value Store,"5,239","$936,978 ","$614,075 ","$940,729 ","9,123","$936,616 ","7,850","$8,454 ",138,"$652,053 ","5,849",30.50%,"$949,117 ","8,059",$117.20 ,588,30,362
202G,GIFTS,STRAUT LITTLE,Value Store,"2,838","$3,262,358 ","$809,903 ","$1,060,206 ","3,392","$518,455 ","2,071",$0 ,0,"$457,931 ","1,466",46.60%,"$755,541 ","2,696",$285.40 ,515,30,230
202G,GIFTS,STRAUT LITTLE,Value Store,"6,496","$694,830 ","$391,554 ","$581,142 ","7,912","$543,241 ","8,247",$0 ,0,"$345,581 ","4,640",39.10%,"$583,016 ","8,696",$60.30 ,725,30,131
202G,GIFTS,STRAUT LITTLE,Value Store,425,"$2,703 ","$1,639 ","$3,931 ","1,025",$22 ,1,$0 ,0,"$1,382 ",340,41.40%,$22 ,1,$3.90 ,9,30,395
202G,GIFTS,STRAUT LITTLE,Value Store,"10,720","$952,308 ","$524,426 ","$1,320,426 ","27,444","$62,372 ",728,$0 ,0,"$546,698 ","11,094",38.20%,"$57,300 ",625,$48.90 ,303,30,331
202G,GIFTS,STRAUT LITTLE,Value Store,401,"$38,859 ","$20,234 ","$19,667 ",306,"$19,312 ",357,$0 ,0,"$18,868 ",267,59.10%,"$19,861 ",372,$50.50 ,87,30,304
202G,GIFTS,STRAUT LITTLE,Value Store,451,"$5,239 ","$2,816 ","$8,209 ","1,517",($8),-1,$0 ,0,"$3,353 ",579,29.70%,$0 ,0,$6.20 ,18,30,269
202G,GIFTS,STRAUT LITTLE,Value Store,935,"$34,353 ","$9,510 ","$13,602 ","1,048","$8,293 ",889,$0 ,0,"$7,554 ",677,46.20%,"$9,257 ",974,$10.20 ,68,30,375
202G,GIFTS,STRAUT LITTLE,Value Store,"3,069","$3,338,397 ","$605,684 ","$761,801 ","3,481","$1,009,177 ","4,740",$0 ,0,"$600,094 ","2,637",37.60%,"$1,002,983 ","4,674",$197.40 ,773,30,554
202G,GIFTS,STRAUT LITTLE,Value Store,"1,950","$54,738 ","$33,765 ","$19,635 ","1,027","$88,888 ","5,581",$0 ,0,"$27,102 ","1,555",29.40%,"$88,837 ","5,597",$17.30 ,33,30,59
202G,GIFTS,STRAUT LITTLE,Value Store,24,"$2,894 ","$1,602 ","$2,719 ",51,($42),-2,$0 ,0,$983 ,17,47.10%,$0 ,0,$66.80 ,7,26,392
202G,GIFTS,STRAUT LITTLE,Value Store,"7,355","$776,492 ","$409,381 ","$782,099 ","14,538","$454,726 ","8,133",$0 ,0,"$400,339 ","7,273",32.50%,"$456,200 ","8,111",$55.70 ,399,30,73
202G,GIFTS,STRAUT LITTLE,Value Store,"11,046","$3,069,903 ","$522,970 ","$131,493 ","3,268","$761,746 ","15,774",$0 ,0,"$301,332 ","6,420",58.10%,"$760,254 ","15,739",$47.30 ,218,30,364
202G,GIFTS,STRAUT LITTLE,Value Store,"7,277","$980,480 ","$421,972 ","$371,487 ","7,189","$485,613 ","9,384","$187,215 ","2,420","$55,693 ","4,272",38.20%,"$664,344 ","11,841",$58.00 ,363,30,160
202G,GIFTS,STRAUT LITTLE,Value Store,"5,567","$885,475 ","$535,765 ","$872,763 ","9,325","$682,789 ","6,982",$0 ,0,"$433,948 ","4,580",33.80%,"$696,058 ","7,134",$96.20 ,642,30,323
202G,GIFTS,STRAUT LITTLE,Value Store,"1,213","$23,342 ","$11,514 ","$4,128 ",810,"$16,187 ","1,682",$0 ,0,"$5,293 ",572,48.60%,"$16,279 ","1,685",$9.50 ,18,30,19
202G,GIFTS,STRAUT LITTLE,Value Store,"17,040","$877,273 ","$445,299 ","$623,721 ","18,717","$558,780 ","21,204","$1,067 ",30,"$415,611 ","13,053",42.20%,"$573,011 ","21,673",$26.10 ,969,30,148
202G,GIFTS,STRAUT LITTLE,Value Store,25,$483 ,$333 ,"$1,143 ",37,($81),-1,$0 ,0,$534 ,16,67.60%,$0 ,0,$13.30 ,10,26,9
202G,GIFTS,STRAUT LITTLE,Value Store,"20,473","$3,009,903 ","$496,858 ","$505,625 ","20,251","$836,576 ","32,992",$300 ,25,"$369,092 ","14,762",38.00%,"$851,599 ","33,634",$24.30 ,573,30,178
202G,GIFTS,STRAUT LITTLE,Value Store,"23,359","$774,230 ","$339,988 ","$747,426 ","51,911","$291,132 ","20,270",$0 ,0,"$674,144 ","46,592",32.00%,"$302,443 ","21,039",$14.60 ,260,13,720
202G,GIFTS,STRAUT LITTLE,Value Store,"18,259","$936,353 ","$492,174 ","$337,964 ","11,491","$790,144 ","25,860",$0 ,0,"$264,582 ","8,658",48.10%,"$803,764 ","26,434",$27.00 ,419,30,248
202G,GIFTS,STRAUT LITTLE,Value Store,"30,268","$3,273,282 ","$702,978 ","$568,453 ","23,982","$1,153,222 ","42,634",$0 ,0,"$475,831 ","18,671",45.10%,"$1,168,764 ","43,134",$23.20 ,"1,031",30,321
202G,GIFTS,SINGLE AT FOURTY,Value Store,"17,070","$837,930 ","$379,883 ","$191,870 ","8,283","$565,484 ","25,596",$0 ,0,"$189,708 ","8,485",49.90%,"$572,056 ","25,896",$22.30 ,211,30,634
202G,GIFTS,SINGLE AT FOURTY,Value Store,"14,781","$738,509 ","$314,675 ","$118,766 ","3,492","$555,016 ","25,550",$0 ,0,"$174,483 ","7,329",50.70%,"$564,072 ","25,651",$21.30 ,470,30,675
202G,GIFTS,SINGLE AT FOURTY,Value Store,"13,090","$753,720 ","$383,332 ","$519,170 ","18,107","$723,154 ","23,367",$0 ,0,"$382,469 ","12,894",31.00%,"$743,011 ","24,054",$29.30 ,487,30,177
202G,GIFTS,SINGLE AT FOURTY,Value Store,"11,775","$873,697 ","$499,429 ","$390,677 ","6,997","$718,362 ","16,024",$0 ,0,"$337,163 ","7,246",50.60%,"$739,440 ","16,289",$42.40 ,691,30,51
202G,GIFTS,SINGLE AT FOURTY,Value Store,"8,653","$854,788 ","$457,070 ","$173,604 ","3,583","$661,694 ","11,966",$0 ,0,"$262,048 ","4,903",58.30%,"$624,194 ","11,254",$52.80 ,193,30,45
202G,GIFTS,SINGLE AT FOURTY,Value Store,"35,281","$3,000,073 ","$520,320 ","$362,565 ","22,312","$636,851 ","41,140",$0 ,0,"$229,687 ","14,428",54.60%,"$656,971 ","42,247",$14.70 ,715,30,263
202G,GIFTS,SINGLE AT FOURTY,Value Store,"8,765","$333,262 ","$78,488 ","$79,900 ","7,973","$155,981 ","17,076",$0 ,0,"$70,960 ","7,931",35.00%,"$155,744 ","17,092",$9.00 ,250,30,75
202G,GIFTS,SINGLE AT FOURTY,Value Store,"36,796","$3,357,733 ","$556,102 ","$165,619 ","10,379","$685,635 ","41,595",$0 ,0,"$199,154 ","12,504",70.50%,"$693,270 ","41,830",$15.10 ,804,30,805
202G,GIFTS,SINGLE AT FOURTY,Value Store,"1,151","$330,253 ","$69,308 ","$106,856 ","3,203","$101,592 ","1,346",$0 ,0,"$85,641 ","1,884",25.00%,"$102,153 ","1,399",$60.20 ,293,30,68
202G,GIFTS,SINGLE AT FOURTY,Value Store,"30,135","$346,367 ","$170,616 ","$189,119 ","34,173","$258,308 ","42,087",$0 ,0,"$141,122 ","24,788",39.50%,"$258,390 ","42,107",$5.70 ,469,30,33
202G,GIFTS,SINGLE AT FOURTY,Value Store,"28,129","$872,857 ","$429,842 ","$228,713 ","14,759","$545,173 ","35,433",$0 ,0,"$194,606 ","12,669",55.40%,"$551,265 ","36,039",$15.30 ,345,30,739
202G,GIFTS,SINGLE AT FOURTY,Value Store,"2,175","$782,353 ","$494,199 ","$1,238,760 ","4,561","$1,185,533 ","4,834",$0 ,0,"$919,080 ","3,418",22.60%,"$1,264,003 ","5,077",$227.20 ,560,30,66
202G,GIFTS,SINGLE AT FOURTY,Value Store,"27,200","$774,638 ","$373,584 ","$340,936 ","27,323","$583,650 ","38,223",$0 ,0,"$252,716 ","18,606",41.00%,"$593,738 ","39,008",$13.70 ,511,30,402
202G,GIFTS,SINGLE AT FOURTY,Value Store,"22,679","$762,935 ","$327,369 ","$455,251 ","25,922","$509,369 ","31,794",$0 ,0,"$263,139 ","15,705",38.60%,"$533,107 ","32,880",$14.40 ,482,30,39
202G,GIFTS,SINGLE AT FOURTY,Value Store,"31,704","$3,237,325 ","$551,941 ","$312,950 ","17,842","$715,637 ","41,165",$0 ,0,"$291,284 ","16,822",52.70%,"$734,884 ","42,283",$17.40 ,526,30,176
202G,GIFTS,SINGLE AT FOURTY,Value Store,194,"$5,827 ","$2,897 ","$1,022 ",67,"$5,759 ",274,$0 ,0,$967 ,47,56.90%,"$5,759 ",274,$14.90 ,9,19,51
202G,GIFTS,SINGLE AT FOURTY,Value Store,244,"$22,620 ","$12,866 ","$28,926 ",457,"$4,870 ",119,$0 ,0,"$18,840 ",296,43.30%,"$4,362 ",106,$52.70 ,115,30,25
202G,GIFTS,SINGLE AT FOURTY,Value Store,"41,671","$3,333,859 ","$614,640 ","$529,663 ","37,904","$834,121 ","58,072",$0 ,0,"$446,714 ","32,097",43.30%,"$843,367 ","58,366",$14.70 ,883,30,21
202G,GIFTS,SINGLE AT FOURTY,Value Store,"10,518","$97,032 ","$47,063 ","$91,678 ","17,847","$53,251 ","11,838",$0 ,0,"$46,556 ","9,319",34.90%,"$54,024 ","12,265",$4.50 ,149,30,102
202G,GIFTS,SINGLE AT FOURTY,Value Store,817,"$36,738 ","$10,068 ","$17,565 ","1,475","$13,404 ","1,120",$0 ,0,"$11,559 ",974,31.50%,"$13,392 ","1,121",$12.30 ,33,30,192
202G,GIFTS,SINGLE AT FOURTY,Value Store,232,"$6,346 ","$5,220 ","$7,448 ",331,$0 ,0,$0 ,0,"$3,209 ",143,70.10%,$0 ,0,$22.50 ,1,30,459
202G,GIFTS,SINGLE AT FOURTY,Value Store,"12,030","$474,707 ","$287,933 ","$70,511 ","3,288","$414,759 ","17,825",$0 ,0,"$43,211 ","1,833",56.90%,"$412,515 ","17,844",$23.90 ,39,30,131
202G,GIFTS,SINGLE AT FOURTY,Value Store,"29,217","$3,258,832 ","$658,405 ","$951,091 ","39,393","$799,132 ","35,972",$0 ,0,"$548,313 ","23,019",38.40%,"$816,436 ","36,769",$22.50 ,726,30,7
202G,GIFTS,SINGLE AT FOURTY,Value Store,"13,117","$828,488 ","$469,943 ","$355,510 ","10,643","$702,283 ","19,701",$721 ,20,"$322,037 ","9,251",42.70%,"$712,812 ","20,064",$35.80 ,182,30,394
202G,GIFTS,SINGLE AT FOURTY,Value Store,"22,471","$749,940 ","$361,559 ","$428,745 ","23,692","$517,636 ","28,287",$0 ,0,"$260,224 ","14,493",42.70%,"$532,145 ","28,983",$16.10 ,362,30,53
202G,GIFTS,SINGLE AT FOURTY,Value Store,"9,535","$835,975 ","$379,093 ","$368,992 ","8,278","$368,350 ","9,581",$0 ,0,"$165,674 ","3,798",55.10%,"$343,068 ","9,040",$39.80 ,230,30,7
202G,GIFTS,SINGLE AT FOURTY,Value Store,"17,858","$790,824 ","$385,623 ","$126,292 ","4,636","$721,241 ","32,966",$0 ,0,"$348,993 ","15,656",47.30%,"$724,875 ","33,134",$21.60 ,131,30,41
202G,GIFTS,SINGLE AT FOURTY,Value Store,"17,937","$264,330 ","$132,943 ","$270,132 ","29,209","$151,995 ","19,655",$61 ,6,"$151,778 ","17,444",36.70%,"$152,315 ","19,698",$7.40 ,395,30,88
202G,GIFTS,SINGLE AT FOURTY,Value Store,"25,636","$847,833 ","$421,985 ","$517,559 ","23,033","$617,730 ","32,529",$0 ,0,"$329,129 ","15,775",45.20%,"$648,167 ","33,691",$16.50 ,331,30,32
202G,GIFTS,SINGLE AT FOURTY,Value Store,"7,324","$3,369,356 ","$716,751 ","$524,263 ","3,984","$952,477 ","9,868","$13,877 ",67,"$391,971 ","3,373",52.80%,"$1,014,928 ","9,877",$97.90 ,304,30,171
202G,GIFTS,SINGLE AT FOURTY,Value Store,"3,872","$86,753 ","$50,211 ","$47,543 ","3,479","$65,633 ","5,280",$0 ,0,"$49,277 ","3,866",43.00%,"$68,911 ","5,523",$13.00 ,269,30,12
202G,GIFTS,SINGLE AT FOURTY,Value Store,"22,361","$830,936 ","$348,684 ","$230,672 ","15,118","$447,023 ","28,430",$0 ,0,"$199,984 ","12,839",50.30%,"$459,973 ","29,310",$15.60 ,375,30,8
202G,GIFTS,SINGLE AT FOURTY,Value Store,"24,311","$3,354,863 ","$604,596 ","$741,030 ","32,948","$868,029 ","35,832",$0 ,0,"$519,233 ","21,869",34.90%,"$886,656 ","36,747",$24.90 ,554,30,213
202G,GIFTS,SINGLE AT FOURTY,Value Store,"9,475","$570,490 ","$388,436 ","$302,163 ","6,248","$549,176 ","16,607",$0 ,0,"$212,935 ","5,248",41.90%,"$534,808 ","16,340",$41.00 ,59,30,181
202G,GIFTS,SINGLE AT FOURTY,Value Store,"5,538","$870,436 ","$491,545 ","$548,287 ","6,076","$605,661 ","6,729",$0 ,0,"$416,834 ","4,544",42.70%,"$625,260 ","6,899",$88.80 ,392,30,51
202G,GIFTS,SINGLE AT FOURTY,Value Store,"19,308","$980,800 ","$472,283 ","$168,801 ","7,233","$835,559 ","32,560",$0 ,0,"$323,092 ","12,739",48.30%,"$836,908 ","32,745",$24.50 ,73,30,215
202G,GIFTS,SINGLE AT FOURTY,Value Store,"11,076","$3,038,345 ","$584,624 ","$499,471 ","8,686","$811,714 ","14,486","$3,024 ",44,"$365,020 ","6,447",49.40%,"$763,072 ","13,720",$52.80 ,364,30,16
202G,GIFTS,SINGLE AT FOURTY,Value Store,"4,722","$56,327 ","$29,579 ","$61,265 ","6,881","$10,830 ","2,911",$0 ,0,"$35,432 ","4,385",48.20%,"$11,049 ","2,915",$6.30 ,160,30,31
202G,GIFTS,SINGLE AT FOURTY,Value Store,"19,516","$967,632 ","$537,073 ","$680,824 ","25,843","$555,790 ","20,835",$0 ,0,"$421,025 ","15,762",41.40%,"$568,355 ","21,268",$27.50 ,323,30,70
202G,GIFTS,SINGLE AT FOURTY,Value Store,"3,595","$250,764 ","$156,599 ","$26,039 ",732,"$258,037 ","6,026",$0 ,0,"$74,019 ","1,753",53.90%,"$252,415 ","5,934",$43.60 ,19,30,100
202G,GIFTS,SINGLE AT FOURTY,Value Store,"4,625","$304,779 ","$52,428 ","$174,447 ","14,669","$33,233 ","4,875",$0 ,0,"$82,865 ","7,299",23.70%,"$33,267 ","4,871",$11.30 ,148,30,69
202G,GIFTS,SINGLE AT FOURTY,Value Store,23,$943 ,$503 ,"$1,094 ",33,$0 ,0,$0 ,0,$533 ,19,69.70%,$0 ,0,$21.90 ,9,20,19
202G,GIFTS,SINGLE AT FOURTY,Value Store,"11,073","$329,969 ","$64,093 ","$40,895 ","8,299","$83,726 ","12,371",$0 ,0,"$32,170 ","5,543",53.60%,"$83,090 ","12,353",$5.80 ,178,30,12
202G,GIFTS,SINGLE AT FOURTY,Value Store,"12,717","$963,424 ","$535,103 ","$639,434 ","12,853","$659,609 ","15,091",$0 ,0,"$408,372 ","8,363",44.30%,"$705,064 ","15,838",$42.10 ,720,30,13
202G,GIFTS,SINGLE AT FOURTY,Value Store,"5,794","$988,393 ","$559,191 ","$630,102 ","6,590","$892,824 ","9,151",$0 ,0,"$532,464 ","5,514",37.80%,"$853,823 ","8,745",$96.50 ,248,30,2
202G,GIFTS,SINGLE AT FOURTY,Value Store,"21,582","$392,663 ","$91,095 ","$204,148 ","38,493","$106,229 ","26,450",$0 ,0,"$117,656 ","24,512",33.20%,"$105,490 ","26,458",$4.20 ,321,30,8
202G,GIFTS,SINGLE AT FOURTY,Value Store,"26,723","$956,335 ","$474,932 ","$593,925 ","29,941","$506,183 ","27,810",$0 ,0,"$358,727 ","18,463",45.60%,"$518,703 ","28,641",$17.80 ,634,30,1
202G,GIFTS,SINGLE AT FOURTY,Value Store,"10,101","$900,666 ","$519,692 ","$743,138 ","13,439","$665,711 ","12,653",$0 ,0,"$504,849 ","9,257",37.70%,"$709,232 ","13,320",$51.40 ,675,30,3
202G,GIFTS,SINGLE AT FOURTY,Value Store,"4,007","$749,362 ","$437,399 ","$644,800 ","6,063","$434,625 ","3,887",$105 ,1,"$418,705 ","3,891",39.10%,"$462,123 ","4,173",$109.20 ,177,30,1
202G,GIFTS,SINGLE AT FOURTY,Value Store,"3,433","$64,795 ","$37,360 ","$53,971 ","3,763","$106,259 ","9,236",$0 ,0,"$49,576 ","4,293",26.40%,"$106,135 ","9,236",$10.90 ,51,30,1
202G,GIFTS,SINGLE AT FOURTY,Value Store,"3,841","$24,938 ","$13,036 ","$23,503 ","4,999","$6,507 ","1,798",$0 ,0,"$11,260 ","2,583",56.20%,"$6,708 ","1,830",$3.40 ,45,30,1
202G,GIFTS,SINGLE AT FOURTY,Value Store,"16,832","$344,040 ","$69,191 ","$170,059 ","32,605","$69,779 ","14,303",$0 ,0,"$83,626 ","16,773",35.70%,"$69,958 ","14,559",$4.10 ,263,30,5
202G,GIFTS,SINGLE AT FOURTY,Value Store,"3,184","$43,203 ","$21,446 ","$44,796 ","2,725","$23,831 ","3,678",$0 ,0,"$23,169 ","2,074",49.70%,"$23,796 ","3,678",$6.70 ,75,30,15
202G,GIFTS,SINGLE AT FOURTY,Value Store,"39,731","$590,375 ","$311,310 ","$836,965 ","80,526","$279,196 ","30,513",$195 ,2,"$424,360 ","42,137",35.80%,"$278,263 ","30,530",$7.80 ,805,30,4
202G,GIFTS,SINGLE AT FOURTY,Value Store,"14,037","$447,622 ","$265,314 ","$62,491 ","4,338","$351,678 ","23,884",$0 ,0,"$85,622 ","7,655",49.60%,"$352,128 ","23,963",$18.90 ,68,30,1
202G,GIFTS,SINGLE AT FOURTY,Value Store,"33,509","$338,929 ","$69,036 ","$19,327 ","4,078","$122,936 ","62,639",$0 ,0,"$38,736 ","17,696",50.20%,"$123,256 ","62,737",$2.10 ,33,30,10
202G,GIFTS,SINGLE AT FOURTY,Gifts and Gifts,"10,284","$797,958 ","$447,090 ","$858,997 ","19,787","$437,716 ","10,221",$0 ,0,"$494,505 ","11,332",33.50%,"$461,802 ","10,899",$43.50 ,739,30,6
202G,GIFTS,SINGLE AT FOURTY,Gifts and Gifts,"8,253","$73,652 ","$35,511 ","$65,986 ","12,658","$17,868 ","4,956",$0 ,0,"$34,212 ","6,993",46.90%,"$17,885 ","4,955",$4.30 ,66,30,1
202G,GIFTS,SINGLE AT FOURTY,Gifts and Gifts,"27,480","$3,328,330 ","$815,143 ","$852,505 ","23,736","$1,016,726 ","36,582",$0 ,0,"$543,534 ","16,796",45.60%,"$1,011,924 ","36,519",$29.70 ,402,30,2
202G,GIFTS,SINGLE AT FOURTY,Gifts and Gifts,"4,862","$47,302 ","$27,651 ","$24,839 ","6,228","$52,732 ","10,611",$0 ,0,"$29,790 ","6,267",28.90%,"$52,627 ","10,595",$5.70 ,39,30,1
202G,GIFTS,SINGLE AT FOURTY,Gifts and Gifts,"19,399","$337,689 ","$223,325 ","$126,237 ","11,549","$426,099 ","36,875","$3,013 ",393,"$221,214 ","19,196",39.70%,"$428,103 ","37,262",$11.50 ,176,30,3
202G,GIFTS,SINGLE AT FOURTY,Gifts and Gifts,"11,656","$408,692 ","$257,701 ","$199,516 ","5,725","$344,571 ","20,859",$0 ,0,"$144,932 ","6,952",44.20%,"$327,682 ","20,640",$22.10 ,51,30,5
202G,GIFTS,SINGLE AT FOURTY,Gifts and Gifts,"5,724","$33,706 ","$15,705 ","$25,662 ","9,173",$0 ,0,$0 ,0,"$11,964 ","4,378",62.40%,$0 ,0,$2.70 ,25,30,1
202G,GIFTS,SINGLE AT FOURTY,Gifts and Gifts,"3,442","$34,363 ","$19,547 ","$31,786 ","6,557","$66,707 ","8,372",$0 ,0,"$26,519 ","4,900",23.10%,"$66,536 ","8,362",$5.70 ,21,30,1
202G,GIFTS,SINGLE AT FOURTY,Gifts and Gifts,"29,673","$922,393 ","$367,467 ","$227,534 ","17,792","$613,190 ","47,024",$0 ,0,"$262,012 ","20,490",45.80%,"$611,970 ","46,941",$12.40 ,102,30,4
202G,GIFTS,SINGLE AT FOURTY,Gifts and Gifts,"69,415","$443,439 ","$193,661 ","$105,890 ","38,945","$394,705 ","100,108",$0 ,0,"$119,553 ","35,352",49.90%,"$390,279 ","100,055",$2.80 ,192,30,4
202G,GIFTS,SINGLE AT FOURTY,Gifts and Gifts,"19,053","$889,738 ","$511,787 ","$616,691 ","23,410","$737,326 ","21,383",$0 ,0,"$482,594 ","16,893",42.00%,"$755,385 ","21,901",$26.90 ,459,30,2
202G,GIFTS,SINGLE AT FOURTY,Gifts and Gifts,"12,726","$673,793 ","$431,594 ","$368,692 ","10,890","$633,599 ","18,862",$0 ,0,"$331,838 ","9,621",42.90%,"$630,641 ","18,783",$33.90 ,131,30,1
202G,GIFTS,SINGLE AT FOURTY,Gifts and Gifts,3,$24 ,$12 ,"$3,390 ",677,$0 ,0,$0 ,0,"$1,108 ",221,0.40%,$0 ,0,$4.00 ,7,26,1
